code;name
1211;Gerente empresa servicios aseo y limpieza privada
1211;Gerente empresa servicios estadísticos   
1211;Gerente empresa servicios intermediación financiera
1211;Gerente empresa servicios postal y correo privada
1211;Gerente empresa servicios telecomunicaciones privada
1211;Gerente escuela conducción privada
1211;Gerente estación radio pública
1211;Gerente fabrica 
1211;Gerente firma abogados
1211;Gerente firma auditoría
1211;Gerente firma contadores
1211;Gerente firma ingeniería
1211;Gerente galería arte
1211;Gerente general cadena almacenes
1211;Gerente general cadena hotelera
1211;Gerente general cadena radial
1211;Gerente general cadena restaurantes
1211;Gerente general compañía constructora
1211;Gerente general compañía de viajes y turismo
1211;Gerente general compañía fiduciaria privada
1211;Gerente general compañía minera privada
1211;Gerente general compañía seguros privada
1211;Gerente general compañía servicios informática
1211;Gerente general editorial
1211;Gerente general empresa agroindustrial
1211;Gerente general empresa almacenamiento privada 
1211;Gerente general empresa comercio
1211;Gerente general empresa construcción
1211;Gerente general empresa distribución gas 
1211;Gerente general empresa metalmecánica
1211;Gerente general empresa pesquera
1211;Gerente general empresa privada servicios de aseo
1211;Gerente general empresa servicios de salud privada
1211;Gerente general empresa servicios informáticos
1211;Gerente general empresa telecomunicaciones privada
1211;Gerente general empresa teléfonos privada
1211;Gerente general empresa transporte privada
1211;Gerente general entidad financiera privada 
1211;Gerente general entidad hospitalaria privada 
1211;Gerente general entidad promotora salud 
1211;Gerente general hotel
1211;Gerente general industria manufacturera privada
1211;Gerente general lavandería
1211;Gerente general supermercado
1211;Gerente gimnasio
1211;Gerente hotel
1211;Gerente instalaciones recreativas
1211;Gerente obra construcción
1211;Gerente producción cinematográfica
1211;Gerente programadora televisión
1211;Gerente proyecto construcción
1211;Gerente restaurante
1211;Gerente sala belleza
1211;Gerente terminal transporte
1211;Prendero
1211;Presidente banco privado
1211;Presidente compañía constructora
1211;Presidente compañía seguros privada 
1211;Presidente empresa de comercio
1211;Presidente empresa manufacturera
1211;Presidente empresa radio y televisión privada
1211;Presidente empresa telecomunicaciones privada
1211;Presidente empresa transporte privada
1211;Presidente entidad financiera privada
1211;Presidente medios comunicación privados
1211;Rector colegio privado
1211;Rector institución privada educación 
1211;Rector universidad privada
1211;Subdirector ejecutivo compañía seguros 
1211;Subgerente comercial banca personal
1211;Vicepresidente cadena hoteles
1211;Vicepresidente compañia áerea 
1211;Vicepresidente compañía constructora
1211;Vicepresidente compañía petrolera
1211;Vicepresidente empresa comercio
1211;Vicepresidente empresa manufacturera
1211;Vicepresidente empresa telecomunicaciones
1211;Vicepresidente empresa transporte
1211;Vicepresidente empresas radio y televisión privada
1211;Vicepresidente entidad salud
1211;Vicepresidente general administrativo empresa privada 
1211;Vicerrector instritución educativa privada
1212;Directores de regionales, sucursales, oficinas y afines de empresas privadas
1212;Administrador estación servicio
1212;Administrador oficina correos
1212;Administrador oficina pensiones y cesantías
1212;Administrador punto venta
1212;Administrador sucursal almacenes cadena
1212;Director estación radio privada
1212;Director oficina banca
1212;Gerente oficina banca
1212;Gerente planta beneficio animal
1212;Gerente planta manufactura
1212;Gerente planta servicios postal y mensajería
1212;Gerente planta tratamiento aguas residuales
1212;Gerente planta tratamiento basuras y desechos
1212;Gerente regional ventas
1212;Gerente sucursal banca
1212;Jefe oficina agencia viajes
1212;Jefe oficina correos
1212;Jefe oficina postal
1212;Jefe oficina servicios postales
1212;Jefe planta distribución gas
1212;Jefe planta fabricación
1212;Jefe planta industria gráfica
1212;Jefe planta manufactura
1212;Jefe planta procesamiento
1212;Jefe planta tratamiento aguas y desechos 
1212;Subgerente oficina banca
1311;Directores de departamentos de producción y operaciones en agricultura, ganaderia, silvicultura, caza y pesca
1311;Director producción avicola
1311;Gerente aprovechamiento agrícola
1311;Gerente aprovechamiento forestal
1311;Gerente aprovechamiento silvícola
1311;Gerente operaciones pesca
1311;Gerente operaciones silvicultura
1311;Gerente planta incubación
1311;Gerente producción agrícola
1311;Gerente producción agropecuaria
1311;Gerente producción pecuaria
1312;Directores de departamentos de producción y operaciones en industrias manufactureras y extractivas
1312;Director explotación minera 
1312;Director operaciones distribución gas
1312;Director operaciones manufactura
1312;Director operaciones producción petróleo
1312;Director produccion manufactura
1312;Director producción y operaciones industria manufacturera
1312;Gerente explotación minas 
1312;Gerente mantenimiento pozo petrolero
1312;Gerente operaciones distribución gas
1312;Gerente operaciones distribución petróleo
1312;Gerente operaciones manufactura
1312;Gerente operaciones mina
1312;Gerente operaciones perforación
1312;Gerente operaciones servicios públicos
1312;Jefe área control calidad
1312;Jefe área producción minería
1312;Jefe operaciones central hidroeléctrica
1312;Jefe producción confecciones
1312;Vicepresidente operaciones empresa energía eléctrica
1312;Vicepresidente producción compañía petrolera
1312;Vicepresidente producción empresa manufacturera
1313;Directores de departamentos de producción y operaciones en construcción y obras públicas 
1313;Gerente departamento construcción
1313;Jefe construcción y mantenimiento edificaciones
1313;Jefe departamento construcciones
1314;Directores de departamentos de producción y operaciones en comercio mayorista y minorista
1314;Gerente departamento comercio al por mayor
1314;Gerente departamento comercio minorista
1314;Gerente departamento logística comercial 
1314;Gerente servicios comercio exterior
1314;Jefe sección almacén comercio
1314;Subgerente operaciones ventas
1315;Directores de departamentos de producción y operaciones en restaurantes, hoteles y afines 
1315;Gerente reservaciones cadenas hoteles
1315;Gerente servicio alimentos y bebidas hotel 
1315;Gerente servicio alojamiento
1315;Gerente servicio de banquetes
1315;Gerente servicio hospedaje
1315;Jefe departamento alimentos y bebidas
1315;Jefe sección reservas hotel
1316;Directores de departamentos de producción y operaciones en transporte, almacenamiento y comunicaciones 
1316;Director departamento audiovisuales
1316;Director departamento operaciones almacenamiento 
1316;Director departamento operaciones correo
1316;Director departamento operaciones transporte
1316;Director departamento soporte operaciones logísticas comunicaciones
1316;Director operaciones departamento fletes
1316;Director operaciones transporte aéreo
1316;Director programación radio y televisión
1316;Gerente departamento operaciones correo
1316;Gerente operaciones almacenamiento 
1316;Gerente operaciones departamento fletes
1316;Gerente operaciones distribución almacenamiento y bodegaje
1316;Gerente operaciones medios y publicidad
1316;Gerente operaciones sistema transporte urbano
1316;Gerente operaciones telecomunicaciones
1316;Gerente operaciones transporte
1316;Gerente operaciones transporte carga 
1316;Gerente operaciones transporte marítimo
1316;Gerente operaciones transporte terrestre
1316;Gerente servicios operación y transmisión telecomunicaciones
1316;Jefe control controlador tráfico aéreo
1316;Jefe departamento operaciones servicios telecomunicaciones
1316;Jefe departamento operaciones telecomunicaciones
1316;Jefe departamento planeación carga
1316;Jefe operaciones mensajería
1316;Vicepresidente operaciones medios de comunicación
1316;Vicepresidente producción medios de comunicación
1317;Directores de departamentos de producción y operaciones en empresas de intermediación financiera y servicios a empresas
1317;Director departamento operaciones servicios tarjeta crédito
1317;Director operaciones bancarias
1317;Gerente departamento corretaje financiero
1317;Gerente operaciones agencia empleo
1317;Gerente operaciones banca
1317;Gerente operaciones propiedad raíz
1317;Gerente operaciones seguros
1317;Gerente operaciones servicios estadísticos   
1317;Gerente operaciones servicios investigación mercados
1317;Jefe departamento portafolio inversiones
1317;Jefe operaciones investigación mercados
1317;Vicepresidente operaciones banca
1318;Directores de departamentos de producción y operaciones en servicios de salud, educación y recreación 
1318;Administrador departamento laboratorio clínico
1318;Bibliotecario jefe
1318;Coordinador académico 
1318;Decano
1318;Director académico 
1318;Director académico institución educativa 
1318;Director área urgencias
1318;Director departamento actividades recreativas
1318;Director desarrollo curricular
1318;Director operaciones espectáculos 
1318;Director postgrados
1318;Jefe admisiones y registro acádemico
1318;Jefe departamento ciencias 
1318;Jefe departamento cirugía
1318;Jefe departamento dietética y nutrición
1318;Jefe departamento educación básica secundaria
1318;Jefe departamento fisioterapia
1318;Jefe departamento medico
1318;Jefe operaciones atención médica hospitalaria
1318;Vicerrector académico universidad
1319;Directores de departamentos de producción y operaciones, no clasificados bajo otros epígrafes 
1319;Jefe área mantenimiento mecánico
1319;Jefe departamento seguridad
1319;Jefe salvamento y prevención de incendios
1321;Directores de departamentos financieros y administrativos 
1321;Director administrativo
1321;Director archivo
1321;Director departamento administrativo
1321;Director departamento auditoria y control
1321;Director departamento crédito
1321;Director departamento financiero
1321;Director departamento servicios administrativos
1321;Director fondos y pagos
1321;Director planeación financiera
1321;Director presupuesto y contabilidad
1321;Director servicios administrativos
1321;Gerente administrativo 
1321;Gerente administrativo y financiero
1321;Gerente control financiero
1321;Gerente departamento actuarial
1321;Gerente departamento financiero
1321;Gerente servicios administrativos 
1321;Jefe control financiero 
1321;Jefe costos y presupuesto 
1321;Jefe departamento administrativo
1321;Jefe departamento auditoria
1321;Jefe departamento contabilidad
1321;Jefe departamento control interno
1321;Jefe departamento costos
1321;Jefe departamento crédito
1321;Jefe departamento crédito y cartera
1321;Jefe departamento estadística
1321;Jefe departamento financiero
1321;Jefe departamento presupuesto
1321;Jefe departamento seguros y finanzas
1321;Jefe departamento tesoreria
1321;Jefe departamento tesorería y cartera
1321;Jefe registro y archivo
1321;Jefe sección archivo
1321;Jefe sección fiduciaria
1321;Jefe servicios administrativos
1321;Jefe tesorería
1321;Sobrecargo barco
1321;Subdirector administrativo
1321;Subgerente administrativo y financiero
1321;Tesorero pagador
1322;Directores de departamentos de personal y de relaciones laborales 
1322;Director departamento desarrollo de personal
1322;Director departamento gestión humana
1322;Director departamento recreación y deporte
1322;Director departamento seguridad industrial
1322;Director departamento selección personal
1322;Director recursos humanos
1322;Director relaciones industriales
1322;Gerente gestión humana
1322;Gerente recursos humanos
1322;Gerente relaciones industriales
1322;Jefe admisiones y registro personal
1322;Jefe departamento actividades culturales
1322;Jefe departamento bienestar social
1322;Jefe departamento capacitacion
1322;Jefe departamento capacitacion y desarrollo personal
1322;Jefe departamento personal
1322;Jefe departamento recursos humanos
1322;Jefe departamento relaciones industriales
1322;Jefe departamento relaciones laborales
1322;Jefe departamento salud ocupacional
1322;Jefe departamento selección personal
1322;Jefe desarrollo organizacional
1322;Jefe gestion humana
1322;Jefe salarios
1322;Jefe salud y seguridad ocupacional
1322;Vicepresidente departamento gestión humana 
1322;Vicepresidente departamento recursos humanos 
1323;Directores de departamentos de ventas y comercialización 
1323;Director departamento comercial
1323;Director departamento importaciones y exportaciones
1323;Director departamento servicios investigación mercados
1323;Director departamento ventas y mercadeo  
1323;Director desarrollo comercial
1323;Director mercadeo
1323;Director telemercadeo
1323;Director ventas
1323;Gerente comercial ventas
1323;Gerente departamento comercio exterior
1323;Gerente exportaciones 
1323;Gerente mercadeo
1323;Gerente nacional ventas
1323;Gerente negocios internacionales 
1323;Gerente telemercadeo
1323;Gerente ventas
1323;Jefe departamento comercialización
1323;Jefe departamento comercio 
1323;Jefe departamento comercio exterior 
1323;Jefe departamento exportaciones
1323;Jefe departamento importaciones 
1323;Jefe departamento mercadeo
1323;Jefe departamento mercadeo y ventas
1323;Jefe departamento promoción y comercialización
1323;Jefe sección ventas comercio al por mayor
1323;Organizador muestras comerciales
1323;Subgerente mercadeo
1323;Vicepresidente departamento comercial 
1323;Vicepresidente departamento mercadeo 
1324;Directores de departamentos de publicidad y de relaciones públicas 
1324;Director departamento publicaciones
1324;Director departamento publicidad
1324;Director departamento servicios publicitarios
1324;Director relaciones públicas
1324;Gerente marca
1324;Gerente publicidad
1324;Gerente servicio al cliente 
1324;Jefe departamento publicidad
1324;Jefe departamento relaciones públicas
1324;Jefe eventos
1324;Jefe redacción 
1324;Jefe sección medios publicitarios
1324;Jefe sección servicio al cliente 
1324;Organizador convención
1324;Organizador eventos
1324;Organizador festival
1324;Vocero oficial 
1325;Directores de departamentos de abastecimiento y distribución 
1325;Director departamento abastecimiento
1325;Director departamento almacenamiento
1325;Director departamento compras
1325;Director departamento recursos físicos
1325;Director distribución
1325;Gerente abastecimiento
1325;Gerente compras y adquisiciones
1325;Gerente compras y materiales 
1325;Gerente departamento logística y distribución
1325;Gerente departamento transporte
1325;Gerente división embarques 
1325;Jefe  sección compras
1325;Jefe área rotación y existencias
1325;Jefe departamento  compras
1325;Jefe departamento compras y suministros
1325;Jefe departamento inventarios
1325;Jefe recursos físicos
1325;Jefe sección almacén y distribución
1325;Jefe sección bodega producto terminado
1325;Jefe sección bodega y distribución 
1325;Jefe sección centro distribución
1325;Jefe sección materiales y suministros
1325;Jefe sección suministros
1326;Directores de departamentos de servicios de informática 
1326;Director departamento informática
1326;Director departamento sistemas informáticos
1326;Gerente departamento informática
1326;Gerente sistemas informáticos
1326;Jefe área sistemas
1326;Jefe departamento sistemas
1326;Vicepresidente departamento sistemas e informatica
1327;Directores de departamentos de investigaciones y desarrollo 
1327;Director aseguramiento calidad
1327;Director departamento control calidad
1327;Director departamento ingeniería  
1327;Director departamento investigación
1327;Director departamento investigación y desarrollo
1327;Director investigación fabricación
1327;Director investigación minería
1327;Gerente departamento control calidad
1327;Gerente departamento ingeniería producción
1327;Gerente departamento investigación
1327;Gerente departamento investigación y desarrollo
1327;Gerente ingeniería proyectos
1327;Gerente investigación ingeniería 
1327;Gerente investigación ingeniería y desarrollo
1327;Jefe  aseguramiento calidad
1327;Jefe departamento investigación
1327;Jefe departamento investigación y desarrollo
1327;Subdirector científico
1329;Otros directores de departamentos públicos y privados, no clasificados bajo otros epígrafes 
1329;Director departamento mantenimiento
1329;Director departamento seguridad
1329;Jefe departamento mantenimiento industrial 
1329;Jefe departamento servicios generales
1329;Jefe mantenimiento
1329;Vicepresidente departamento jurídico 
1411;Coordinadores y supervisores financieros y administrativos
1411;Coordinador administrativo
1411;Coordinador ahorros
1411;Coordinador archivo
1411;Coordinador bienestar social
1411;Coordinador capacitación
1411;Coordinador cartera
1411;Coordinador cuentas corrientes
1411;Coordinador nómina
1411;Coordinador personal
1411;Coordinador servicios administrativos
1411;Supervisor análisis cuentas
1411;Supervisor archivo
1411;Supervisor caja 
1411;Supervisor cajeros comercio
1411;Supervisor cobranzas
1411;Supervisor crédito y cartera
1411;Supervisor cuentas corrientes
1411;Supervisor cuentas por cobrar
1411;Supervisor recaudos
1411;Supervisor seguridad y vigilancia
1412;Coordinadores y supervisores de  ventas y comercialización 
1412;Coordinador mercadeo
1412;Coordinador vendedores puerta a puerta
1412;Supervisor promotores ventas
1412;Supervisor puntos venta
1412;Supervisor telemercadeo
1412;Supervisor vendedores
1412;Supervisor ventas
1412;Supervisor ventas puerta puerta
1412;Supervisor ventas técnicas
1413;Coordinadores y supervisores de publicidad, información, relaciones públicas y servicio al cliente
1413;Coordinador call center
1413;Coordinador encuestadores
1413;Coordinador prensa
1413;Coordinador servicio al cliente
1413;Supervisor call center
1413;Supervisor empleados infomación
1413;Supervisor operadores conmutador
1414;Coordinadores y supervisores de  almacenamiento, abastecimiento y distribución 
1414;Coordinador bodega 
1414;Coordinador distribución 
1414;Coordinador rampa
1414;Coordinador recepción mercancias
1414;Supervisor  abarrotes
1414;Supervisor almacenamiento
1414;Supervisor control inventarios
1414;Supervisor despachos
1414;Supervisor distribución
1415;Coordinadores y supervisores de informática,  investigación y desarrollo 
1415;Coordinador grupo investigación y desarrollo
1415;Coordinador mantenimiento y soporte de computadores
1415;Coordinador plataforma tecnológica y sistemas de información
1415;Coordinador proyecto informático
1415;Supervisor programas desarrollo medio ambiental
1416;Coordinadores y supervisores de servicios sociales, educación y salud
1416;Coordinador bienestar universitario
1416;Coordinador desarrollo curricular
1416;Coordinador educación especial 
1416;Coordinador programas educativos 
1416;Coordinador salud ocupacional
1416;Coordinador trabajo social 
1419;Otros coordinadores y supervisores en mandos medios de empresas adminiatrativos, comerciales y de servicios de empresas públicas y privadas, no clasificados bajo otros epígrafes
1419;Coordinador seguridad minas
1419;Coordinador servicios generales
1419;Supervisor recorredor patrulla seguridad y vigilancia
1421;Coordinadores y supervisores de producción y operaciones en aprovechamiento agrícola, pecuario y silvícola
1421;Administrador hacienda
1421;Administrador hato ganadero
1421;Agregado finca 
1421;Capataz agricola
1421;Capataz agropecuario
1421;Capataz aprovechamiento maderera
